Time,fms,EDA,individual,simulation
04-54-44,0,3.106,4,walk
04-54-45,0,3.078,4,walk
04-54-46,0,3.076,4,walk
04-54-47,0,3.121,4,walk
04-54-48,0,3.485,4,walk
04-54-49,0,3.701,4,walk
04-54-50,0,3.518,4,walk
04-54-51,0,3.387,4,walk
04-54-52,0,3.298,4,walk
04-54-53,0,3.260,4,walk
04-54-54,0,3.211,4,walk
04-54-55,0,3.220,4,walk
04-54-56,0,3.268,4,walk
04-54-57,0,3.409,4,walk
04-54-58,0,3.431,4,walk
04-54-59,0,3.320,4,walk
04-55-00,0,3.250,4,walk
04-55-01,0,3.366,4,walk
04-55-02,0,3.472,4,walk
04-55-03,0,3.293,4,walk
04-55-04,0,3.237,4,walk
04-55-05,0,3.237,4,walk
04-55-06,0,3.179,4,walk
04-55-07,0,3.216,4,walk
04-55-08,0,3.189,4,walk
04-55-09,0,3.124,4,walk
04-55-10,0,3.131,4,walk
04-55-11,0,3.113,4,walk
04-55-12,0,3.186,4,walk
04-55-13,0,3.186,4,walk
