Time,fms,HR,individual,simulation
07-32-42,1,81.470,11,walk
07-32-43,1,81.500,11,walk
07-32-44,1,81.530,11,walk
07-32-45,1,81.570,11,walk
07-32-46,1,81.570,11,walk
07-32-47,1,81.480,11,walk
07-32-48,1,81.420,11,walk
07-32-49,1,81.350,11,walk
07-32-50,1,81.270,11,walk
07-32-51,1,81.180,11,walk
07-32-52,1,81.100,11,walk
07-32-53,1,81.000,11,walk
07-32-54,1,80.930,11,walk
07-32-55,1,80.870,11,walk
07-32-56,1,80.850,11,walk
07-32-57,1,80.870,11,walk
07-32-58,1,80.920,11,walk
07-32-59,1,81.070,11,walk
07-33-00,1,81.330,11,walk
07-33-01,1,81.600,11,walk
07-33-02,1,81.870,11,walk
07-33-03,1,82.150,11,walk
07-33-04,1,82.420,11,walk
07-33-05,1,82.700,11,walk
07-33-06,1,82.950,11,walk
07-33-07,1,83.130,11,walk
07-33-08,1,83.270,11,walk
07-33-09,1,83.380,11,walk
07-33-10,1,83.430,11,walk
07-33-11,1,83.480,11,walk
