Time,fms,EDA,individual,simulation
04-12-11,0,2.952,14,sea
04-12-12,0,2.954,14,sea
04-12-13,0,2.974,14,sea
04-12-14,0,3.007,14,sea
04-12-15,0,3.039,14,sea
04-12-16,0,3.057,14,sea
04-12-17,0,3.098,14,sea
04-12-18,0,3.091,14,sea
04-12-19,0,3.085,14,sea
04-12-20,0,3.061,14,sea
04-12-21,0,3.049,14,sea
04-12-22,0,3.041,14,sea
04-12-23,0,3.053,14,sea
04-12-24,0,3.230,14,sea
04-12-25,0,3.331,14,sea
04-12-26,0,3.233,14,sea
04-12-27,0,3.165,14,sea
04-12-28,0,3.125,14,sea
04-12-29,0,3.109,14,sea
04-12-30,0,3.090,14,sea
04-12-31,0,3.069,14,sea
04-12-32,0,3.059,14,sea
04-12-33,0,3.060,14,sea
04-12-34,0,3.055,14,sea
04-12-35,0,3.037,14,sea
04-12-36,0,3.029,14,sea
04-12-37,0,3.009,14,sea
04-12-38,0,2.997,14,sea
04-12-39,0,2.987,14,sea
04-12-40,0,2.977,14,sea
