Time,fms,HR,individual,simulation
12-08-16,1,95.420,13,room
12-08-17,1,95.380,13,room
12-08-18,1,95.320,13,room
12-08-19,1,95.270,13,room
12-08-20,1,95.200,13,room
12-08-21,1,95.130,13,room
12-08-22,1,95.050,13,room
12-08-23,1,95.070,13,room
12-08-24,1,95.050,13,room
12-08-25,1,95.030,13,room
12-08-26,1,95.020,13,room
12-08-27,1,95.050,13,room
12-08-28,1,95.100,13,room
12-08-29,1,95.180,13,room
12-08-30,1,95.230,13,room
12-08-31,1,95.280,13,room
12-08-32,1,95.330,13,room
12-08-33,1,95.370,13,room
12-08-34,1,95.400,13,room
12-08-35,1,95.430,13,room
12-08-36,1,95.470,13,room
12-08-37,1,95.500,13,room
12-08-38,1,95.530,13,room
12-08-39,1,95.550,13,room
12-08-40,1,95.580,13,room
12-08-41,1,95.630,13,room
12-08-42,1,95.700,13,room
12-08-43,1,95.770,13,room
12-08-44,1,95.830,13,room
12-08-45,1,95.880,13,room
