Time,fms,EDA,individual,simulation,CSS
03-37-10,0,3.708,2,room,Low
03-37-11,0,3.689,2,room,Low
03-37-12,0,3.679,2,room,Low
03-37-13,0,3.624,2,room,Low
03-37-14,0,3.596,2,room,Low
03-37-15,0,3.621,2,room,Low
03-37-16,0,3.589,2,room,Low
03-37-17,0,3.601,2,room,Low
03-37-18,0,3.668,2,room,Low
03-37-19,0,3.682,2,room,Low
03-37-20,0,3.738,2,room,Low
03-37-21,0,3.737,2,room,Low
03-37-22,0,3.647,2,room,Low
03-37-23,0,3.669,2,room,Low
03-37-24,0,3.981,2,room,Low
03-37-25,0,4.378,2,room,Low
03-37-26,0,4.334,2,room,Low
03-37-27,0,4.007,2,room,Low
03-37-28,0,3.92,2,room,Low
03-37-29,0,3.894,2,room,Low
03-37-30,0,3.831,2,room,Low
03-37-31,0,3.847,2,room,Low
03-37-32,0,3.774,2,room,Low
03-37-33,0,3.76,2,room,Low
03-37-34,0,4.209,2,room,Low
03-37-35,0,4.665,2,room,Low
03-37-36,0,4.591,2,room,Low
03-37-37,0,4.359,2,room,Low
03-37-38,0,4.348,2,room,Low
03-37-39,0,4.334,2,room,Low
