Time,fms,HR,individual,simulation
08-04-42,0,77.820,11,beach
08-04-43,0,77.880,11,beach
08-04-44,0,77.970,11,beach
08-04-45,0,78.030,11,beach
08-04-46,0,78.120,11,beach
08-04-47,0,78.180,11,beach
08-04-48,0,78.220,11,beach
08-04-49,0,78.230,11,beach
08-04-50,0,78.230,11,beach
08-04-51,0,78.220,11,beach
08-04-52,0,78.220,11,beach
08-04-53,0,78.180,11,beach
08-04-54,0,78.130,11,beach
08-04-55,0,78.070,11,beach
08-04-56,0,78.020,11,beach
08-04-57,0,77.980,11,beach
08-04-58,0,77.950,11,beach
08-04-59,0,77.920,11,beach
08-05-00,0,77.900,11,beach
08-05-01,0,77.880,11,beach
08-05-02,0,77.870,11,beach
08-05-03,0,77.850,11,beach
08-05-04,0,77.830,11,beach
08-05-05,0,77.820,11,beach
08-05-06,0,77.820,11,beach
08-05-07,0,77.830,11,beach
08-05-08,0,77.830,11,beach
08-05-09,0,77.820,11,beach
08-05-10,0,77.850,11,beach
08-05-11,0,77.920,11,beach
