Time,fms,HR,individual,simulation
08-01-30,1,95.850,11,beach
08-01-31,1,95.720,11,beach
08-01-32,1,95.480,11,beach
08-01-33,1,95.150,11,beach
08-01-34,1,94.900,11,beach
08-01-35,1,94.680,11,beach
08-01-36,1,94.480,11,beach
08-01-37,1,94.170,11,beach
08-01-38,1,93.870,11,beach
08-01-39,1,93.480,11,beach
08-01-40,1,93.120,11,beach
08-01-41,1,92.680,11,beach
08-01-42,1,92.320,11,beach
08-01-43,1,91.920,11,beach
08-01-44,1,91.580,11,beach
08-01-45,1,91.300,11,beach
08-01-46,1,91.150,11,beach
08-01-47,1,90.930,11,beach
08-01-48,1,90.750,11,beach
08-01-49,1,90.570,11,beach
08-01-50,1,90.330,11,beach
08-01-51,1,90.030,11,beach
08-01-52,1,89.680,11,beach
08-01-53,1,89.220,11,beach
08-01-54,1,88.720,11,beach
08-01-55,1,88.250,11,beach
08-01-56,1,87.750,11,beach
08-01-57,1,87.300,11,beach
08-01-58,1,86.880,11,beach
08-01-59,1,86.430,11,beach
