Time,fms,HR,individual,simulation
04-53-01,0,79.820,14,walk
04-53-02,0,79.730,14,walk
04-53-03,0,79.680,14,walk
04-53-04,0,79.570,14,walk
04-53-05,0,79.450,14,walk
04-53-06,0,79.330,14,walk
04-53-07,0,79.220,14,walk
04-53-08,0,79.150,14,walk
04-53-09,0,79.120,14,walk
04-53-10,0,79.080,14,walk
04-53-11,0,79.130,14,walk
04-53-12,0,79.170,14,walk
04-53-13,0,79.170,14,walk
04-53-14,0,79.150,14,walk
04-53-15,0,79.100,14,walk
04-53-16,0,79.080,14,walk
04-53-17,0,79.020,14,walk
04-53-18,0,78.980,14,walk
04-53-19,0,78.980,14,walk
04-53-20,0,79.020,14,walk
04-53-21,0,79.100,14,walk
04-53-22,0,79.200,14,walk
04-53-23,0,79.300,14,walk
04-53-24,0,79.420,14,walk
04-53-25,0,79.480,14,walk
04-53-26,0,79.520,14,walk
04-53-27,0,79.580,14,walk
04-53-28,0,79.620,14,walk
04-53-29,0,79.670,14,walk
04-53-30,0,79.900,14,walk
