Time,fms,EDA,individual,simulation
03-39-50,0,4.478,2,room
03-39-51,0,4.440,2,room
03-39-52,0,4.404,2,room
03-39-53,0,4.404,2,room
03-39-54,0,4.704,2,room
03-39-55,0,5.266,2,room
03-39-56,0,5.347,2,room
03-39-57,0,5.449,2,room
03-39-58,0,5.775,2,room
03-39-59,0,5.649,2,room
03-40-00,0,5.425,2,room
03-40-01,0,5.844,2,room
03-40-02,0,5.929,2,room
03-40-03,0,5.624,2,room
03-40-04,0,5.209,2,room
03-40-05,0,4.961,2,room
03-40-06,0,4.877,2,room
03-40-07,0,4.808,2,room
03-40-08,0,4.708,2,room
03-40-09,0,4.808,2,room
03-40-10,0,5.425,2,room
03-40-11,0,5.573,2,room
03-40-12,0,5.306,2,room
03-40-13,0,5.126,2,room
03-40-14,0,4.916,2,room
03-40-15,0,4.755,2,room
03-40-16,0,4.691,2,room
03-40-17,0,4.912,2,room
03-40-18,0,5.033,2,room
03-40-19,0,4.745,2,room
