Time,fms,EDA,individual,simulation,CSS
11-55-18,0,0.861,7,beach,Low
11-55-19,0,0.87,7,beach,Low
11-55-20,0,0.858,7,beach,Low
11-55-21,0,0.856,7,beach,Low
11-55-22,0,0.964,7,beach,Low
11-55-23,0,1.007,7,beach,Low
11-55-24,0,0.988,7,beach,Low
11-55-25,0,1.005,7,beach,Low
11-55-26,0,0.972,7,beach,Low
11-55-27,0,0.945,7,beach,Low
11-55-28,0,0.99,7,beach,Low
11-55-29,0,0.973,7,beach,Low
11-55-30,0,0.922,7,beach,Low
11-55-31,0,0.91,7,beach,Low
11-55-32,0,0.977,7,beach,Low
11-55-33,0,0.984,7,beach,Low
11-55-34,0,0.944,7,beach,Low
11-55-35,0,0.909,7,beach,Low
11-55-36,0,0.89,7,beach,Low
11-55-37,0,0.9,7,beach,Low
11-55-38,0,0.918,7,beach,Low
11-55-39,0,0.918,7,beach,Low
11-55-40,0,0.921,7,beach,Low
11-55-41,0,0.968,7,beach,Low
11-55-42,0,0.96,7,beach,Low
11-55-43,0,0.971,7,beach,Low
11-55-44,0,0.949,7,beach,Low
11-55-45,0,0.941,7,beach,Low
11-55-46,0,0.983,7,beach,Low
11-55-47,0,0.955,7,beach,Low
