Time,fms,HR,individual,simulation
04-21-54,1,103.000,8,room
04-21-55,1,103.030,8,room
04-21-56,1,103.080,8,room
04-21-57,1,103.130,8,room
04-21-58,1,103.180,8,room
04-21-59,1,103.250,8,room
04-22-00,1,103.330,8,room
04-22-01,1,103.400,8,room
04-22-02,1,103.500,8,room
04-22-03,1,103.620,8,room
04-22-04,1,103.750,8,room
04-22-05,1,103.900,8,room
04-22-06,1,104.070,8,room
04-22-07,1,104.230,8,room
04-22-08,1,104.400,8,room
04-22-09,1,104.550,8,room
04-22-10,1,104.700,8,room
04-22-11,1,104.850,8,room
04-22-12,1,104.980,8,room
04-22-13,1,105.100,8,room
04-22-14,1,105.220,8,room
04-22-15,1,105.320,8,room
04-22-16,1,105.430,8,room
04-22-17,1,105.550,8,room
04-22-18,1,105.670,8,room
04-22-19,1,105.800,8,room
04-22-20,1,105.930,8,room
04-22-21,1,106.080,8,room
04-22-22,1,106.220,8,room
04-22-23,1,106.350,8,room
