Time,fms,HR,individual,simulation
04-38-36,2,78.880,4,beach
04-38-37,2,78.220,4,beach
04-38-38,2,77.570,4,beach
04-38-39,2,76.930,4,beach
04-38-40,2,76.270,4,beach
04-38-41,2,75.600,4,beach
04-38-42,2,74.900,4,beach
04-38-43,2,74.170,4,beach
04-38-44,2,73.430,4,beach
04-38-45,2,72.720,4,beach
04-38-46,2,72.000,4,beach
04-38-47,2,71.300,4,beach
04-38-48,2,70.930,4,beach
04-38-49,2,70.630,4,beach
04-38-50,2,70.370,4,beach
04-38-51,2,70.080,4,beach
04-38-52,2,69.780,4,beach
04-38-53,2,69.480,4,beach
04-38-54,2,69.170,4,beach
04-38-55,2,68.930,4,beach
04-38-56,2,68.830,4,beach
04-38-57,2,68.720,4,beach
04-38-58,2,68.580,4,beach
04-38-59,2,68.430,4,beach
04-39-00,2,68.300,4,beach
04-39-01,2,68.170,4,beach
04-39-02,2,68.070,4,beach
04-39-03,2,67.930,4,beach
04-39-04,2,67.700,4,beach
04-39-05,2,67.550,4,beach
