Time,fms,EDA,individual,simulation,CSS
04-43-32,1,4.171,14,roller,Mid
04-43-33,1,4.143,14,roller,Mid
04-43-34,1,4.125,14,roller,Mid
04-43-35,1,4.105,14,roller,Mid
04-43-36,1,4.093,14,roller,Mid
04-43-37,1,4.091,14,roller,Mid
04-43-38,1,4.079,14,roller,Mid
04-43-39,1,4.08,14,roller,Mid
04-43-40,1,4.027,14,roller,Mid
04-43-41,1,4.03,14,roller,Mid
04-43-42,1,4.002,14,roller,Mid
04-43-43,1,3.972,14,roller,Mid
04-43-44,1,3.936,14,roller,Mid
04-43-45,1,4.01,14,roller,Mid
04-43-46,1,4.008,14,roller,Mid
04-43-47,1,4.024,14,roller,Mid
04-43-48,1,4.137,14,roller,Mid
04-43-49,1,4.131,14,roller,Mid
04-43-50,1,4.077,14,roller,Mid
04-43-51,1,4.047,14,roller,Mid
04-43-52,1,4.035,14,roller,Mid
04-43-53,1,4.02,14,roller,Mid
04-43-54,1,4.009,14,roller,Mid
04-43-55,1,3.986,14,roller,Mid
04-43-56,1,3.97,14,roller,Mid
04-43-57,1,3.955,14,roller,Mid
04-43-58,1,3.952,14,roller,Mid
04-43-59,1,3.949,14,roller,Mid
04-44-00,1,3.959,14,roller,Mid
04-44-01,1,3.944,14,roller,Mid
