Time,fms,HR,individual,simulation,CSS
12-10-56,1,99.32,13,room,Mid
12-10-57,1,99.42,13,room,Mid
12-10-58,1,99.5,13,room,Mid
12-10-59,1,99.57,13,room,Mid
12-11-00,1,99.6,13,room,Mid
12-11-01,1,99.6,13,room,Mid
12-11-02,1,99.6,13,room,Mid
12-11-03,1,99.65,13,room,Mid
12-11-04,1,99.65,13,room,Mid
12-11-05,1,99.62,13,room,Mid
12-11-06,1,99.58,13,room,Mid
12-11-07,1,99.57,13,room,Mid
12-11-08,1,99.53,13,room,Mid
12-11-09,1,99.52,13,room,Mid
12-11-10,1,99.53,13,room,Mid
12-11-11,1,99.55,13,room,Mid
12-11-12,1,99.58,13,room,Mid
12-11-13,1,99.6,13,room,Mid
12-11-14,1,99.63,13,room,Mid
12-11-15,1,99.68,13,room,Mid
12-11-16,1,99.77,13,room,Mid
12-11-17,1,99.83,13,room,Mid
12-11-18,1,99.88,13,room,Mid
12-11-19,1,99.95,13,room,Mid
12-11-20,1,100.02,13,room,Mid
12-11-21,1,100.07,13,room,Mid
12-11-22,1,100.1,13,room,Mid
12-11-23,1,100.13,13,room,Mid
12-11-24,1,100.15,13,room,Mid
12-11-25,1,100.15,13,room,Mid
