Time,fms,HR,individual,simulation
12-02-46,3,68.400,9,roller
12-02-47,3,68.430,9,roller
12-02-48,3,68.430,9,roller
12-02-49,3,68.430,9,roller
12-02-50,3,68.430,9,roller
12-02-51,3,68.450,9,roller
12-02-52,3,68.450,9,roller
12-02-53,3,68.450,9,roller
12-02-54,3,68.450,9,roller
12-02-55,3,68.450,9,roller
12-02-56,3,68.470,9,roller
12-02-57,3,68.480,9,roller
12-02-58,3,68.500,9,roller
12-02-59,3,68.500,9,roller
12-03-00,3,68.500,9,roller
12-03-01,3,68.470,9,roller
12-03-02,3,68.450,9,roller
12-03-03,3,68.430,9,roller
12-03-04,3,68.450,9,roller
12-03-05,3,68.480,9,roller
12-03-06,3,68.530,9,roller
12-03-07,3,68.570,9,roller
12-03-08,3,68.600,9,roller
12-03-09,3,68.630,9,roller
12-03-10,3,68.650,9,roller
12-03-11,3,68.670,9,roller
12-03-12,3,68.680,9,roller
12-03-13,3,68.680,9,roller
12-03-14,3,68.670,9,roller
12-03-15,3,68.630,9,roller
