Time,fms,HR,individual,simulation
12-16-07,0,76.070,9,walk
12-16-08,0,76.150,9,walk
12-16-09,0,76.250,9,walk
12-16-10,0,76.400,9,walk
12-16-11,0,76.620,9,walk
12-16-12,0,76.830,9,walk
12-16-13,0,77.020,9,walk
12-16-14,0,77.220,9,walk
12-16-15,0,77.420,9,walk
12-16-16,0,77.600,9,walk
12-16-17,0,77.770,9,walk
12-16-18,0,77.900,9,walk
12-16-19,0,77.980,9,walk
12-16-20,0,78.030,9,walk
12-16-21,0,78.180,9,walk
12-16-22,0,78.370,9,walk
12-16-23,0,78.570,9,walk
12-16-24,0,78.770,9,walk
12-16-25,0,78.950,9,walk
12-16-26,0,79.020,9,walk
12-16-27,0,79.080,9,walk
12-16-28,0,79.080,9,walk
12-16-29,0,79.100,9,walk
12-16-30,0,79.100,9,walk
12-16-31,0,79.120,9,walk
12-16-32,0,79.120,9,walk
12-16-33,0,79.100,9,walk
12-16-34,0,79.100,9,walk
12-16-35,0,79.170,9,walk
12-16-36,0,79.280,9,walk
