Time,fms,HR,individual,simulation,CSS
04-06-08,0,84.32,2,walk,Low
04-06-09,0,83.88,2,walk,Low
04-06-10,0,83.45,2,walk,Low
04-06-11,0,83.02,2,walk,Low
04-06-12,0,82.62,2,walk,Low
04-06-13,0,82.28,2,walk,Low
04-06-14,0,82.0,2,walk,Low
04-06-15,0,81.7,2,walk,Low
04-06-16,0,81.4,2,walk,Low
04-06-17,0,81.15,2,walk,Low
04-06-18,0,80.92,2,walk,Low
04-06-19,0,80.73,2,walk,Low
04-06-20,0,80.52,2,walk,Low
04-06-21,0,80.32,2,walk,Low
04-06-22,0,80.07,2,walk,Low
04-06-23,0,79.98,2,walk,Low
04-06-24,0,79.9,2,walk,Low
04-06-25,0,79.85,2,walk,Low
04-06-26,0,79.78,2,walk,Low
04-06-27,0,79.7,2,walk,Low
04-06-28,0,79.65,2,walk,Low
04-06-29,0,79.6,2,walk,Low
04-06-30,0,79.43,2,walk,Low
04-06-31,0,79.33,2,walk,Low
04-06-32,0,79.22,2,walk,Low
04-06-33,0,79.1,2,walk,Low
04-06-34,0,79.0,2,walk,Low
04-06-35,0,78.9,2,walk,Low
04-06-36,0,78.92,2,walk,Low
04-06-37,0,78.97,2,walk,Low
