Time,fms,EDA,individual,simulation
12-12-54,3,11.694,1,roller
12-12-55,3,11.682,1,roller
12-12-56,3,11.682,1,roller
12-12-57,3,11.667,1,roller
12-12-58,3,11.662,1,roller
12-12-59,3,11.648,1,roller
12-13-00,3,11.635,1,roller
12-13-01,3,11.617,1,roller
12-13-02,3,11.599,1,roller
12-13-03,3,11.596,1,roller
12-13-04,3,11.577,1,roller
12-13-05,3,11.562,1,roller
12-13-06,3,11.561,1,roller
12-13-07,3,11.565,1,roller
12-13-08,3,11.550,1,roller
12-13-09,3,11.540,1,roller
12-13-10,3,11.539,1,roller
12-13-11,3,11.527,1,roller
12-13-12,3,11.505,1,roller
12-13-13,3,11.498,1,roller
12-13-14,3,11.495,1,roller
12-13-15,3,11.478,1,roller
12-13-16,3,11.465,1,roller
12-13-17,3,11.450,1,roller
12-13-18,3,11.443,1,roller
12-13-19,3,11.440,1,roller
12-13-20,3,11.424,1,roller
12-13-21,3,11.413,1,roller
12-13-22,3,11.417,1,roller
12-13-23,3,11.408,1,roller
