Time,fms,EDA,individual,simulation
12-19-11,2,1.950,13,sea
12-19-12,2,1.936,13,sea
12-19-13,2,1.934,13,sea
12-19-14,2,1.942,13,sea
12-19-15,2,1.930,13,sea
12-19-16,2,1.931,13,sea
12-19-17,2,1.965,13,sea
12-19-18,2,1.990,13,sea
12-19-19,2,1.970,13,sea
12-19-20,2,1.967,13,sea
12-19-21,2,1.966,13,sea
12-19-22,2,1.966,13,sea
12-19-23,2,1.956,13,sea
12-19-24,2,1.959,13,sea
12-19-25,2,1.958,13,sea
12-19-26,2,1.957,13,sea
12-19-27,2,1.959,13,sea
12-19-28,2,1.956,13,sea
12-19-29,2,1.953,13,sea
12-19-30,2,1.952,13,sea
12-19-31,2,1.949,13,sea
12-19-32,2,1.944,13,sea
12-19-33,2,1.944,13,sea
12-19-34,2,1.944,13,sea
12-19-35,2,1.941,13,sea
12-19-36,2,1.942,13,sea
12-19-37,2,1.940,13,sea
12-19-38,2,1.936,13,sea
12-19-39,2,1.935,13,sea
12-19-40,2,1.932,13,sea
