Time,fms,HR,individual,simulation,CSS
12-15-16,2,64.75,7,sea,High
12-15-17,2,64.95,7,sea,High
12-15-18,2,65.12,7,sea,High
12-15-19,2,65.3,7,sea,High
12-15-20,2,65.52,7,sea,High
12-15-21,2,65.75,7,sea,High
12-15-22,2,65.98,7,sea,High
12-15-23,2,66.22,7,sea,High
12-15-24,2,66.42,7,sea,High
12-15-25,2,66.63,7,sea,High
12-15-26,2,66.85,7,sea,High
12-15-27,2,67.17,7,sea,High
12-15-28,2,67.32,7,sea,High
12-15-29,2,67.47,7,sea,High
12-15-30,2,67.65,7,sea,High
12-15-31,2,67.88,7,sea,High
12-15-32,2,68.13,7,sea,High
12-15-33,2,68.38,7,sea,High
12-15-34,2,68.65,7,sea,High
12-15-35,2,68.92,7,sea,High
12-15-36,2,69.2,7,sea,High
12-15-37,2,69.47,7,sea,High
12-15-38,2,69.7,7,sea,High
12-15-39,2,69.93,7,sea,High
12-15-40,2,70.17,7,sea,High
12-15-41,2,70.37,7,sea,High
12-15-42,2,70.55,7,sea,High
12-15-43,2,70.73,7,sea,High
12-15-44,2,70.92,7,sea,High
12-15-45,2,71.1,7,sea,High
