Time,fms,EDA,individual,simulation
04-33-44,3,0.611,3,beach
04-33-45,3,0.609,3,beach
04-33-46,3,0.614,3,beach
04-33-47,3,0.617,3,beach
04-33-48,3,0.616,3,beach
04-33-49,3,0.612,3,beach
04-33-50,3,0.611,3,beach
04-33-51,3,0.609,3,beach
04-33-52,3,0.608,3,beach
04-33-53,3,0.607,3,beach
04-33-54,3,0.614,3,beach
04-33-55,3,0.605,3,beach
04-33-56,3,0.599,3,beach
04-33-57,3,0.596,3,beach
04-33-58,3,0.591,3,beach
04-33-59,3,0.592,3,beach
04-34-00,3,0.588,3,beach
04-34-01,3,0.586,3,beach
04-34-02,3,0.587,3,beach
04-34-03,3,0.588,3,beach
04-34-04,3,0.586,3,beach
04-34-05,3,0.583,3,beach
04-34-06,3,0.581,3,beach
04-34-07,3,0.579,3,beach
04-34-08,3,0.575,3,beach
04-34-09,3,0.572,3,beach
04-34-10,3,0.568,3,beach
04-34-11,3,0.574,3,beach
04-34-12,3,0.588,3,beach
04-34-13,3,0.582,3,beach
