Time,fms,EDA,individual,simulation
11-57-10,0,7.454,12,beach
11-57-11,0,7.389,12,beach
11-57-12,0,7.396,12,beach
11-57-13,0,7.454,12,beach
11-57-14,0,7.716,12,beach
11-57-15,0,7.889,12,beach
11-57-16,0,7.698,12,beach
11-57-17,0,7.444,12,beach
11-57-18,0,7.328,12,beach
11-57-19,0,7.326,12,beach
11-57-20,0,7.678,12,beach
11-57-21,0,7.664,12,beach
11-57-22,0,7.401,12,beach
11-57-23,0,7.258,12,beach
11-57-24,0,7.264,12,beach
11-57-25,0,7.802,12,beach
11-57-26,0,7.766,12,beach
11-57-27,0,7.490,12,beach
11-57-28,0,7.292,12,beach
11-57-29,0,7.637,12,beach
11-57-30,0,7.945,12,beach
11-57-31,0,7.713,12,beach
11-57-32,0,7.453,12,beach
11-57-33,0,7.564,12,beach
11-57-34,0,7.636,12,beach
11-57-35,0,7.982,12,beach
11-57-36,0,8.230,12,beach
11-57-37,0,7.992,12,beach
11-57-38,0,7.729,12,beach
11-57-39,0,7.733,12,beach
